,id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
4867,4868,maruti alto 800,2015,petrol,34103,274499,hyderabad,3623,hatchback,manual,lxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,alto 800,in_stock,1,264130,great,20210318125725,True,6376,41175,True,False
4868,4869,maruti ritz,2010,petrol,41611,307099,hyderabad,615,hatchback,manual,vxi genus,True,hyderabad,telangana,True,ap28,inperson_sale,maruti,ritz,in_stock,1,277300,great,20210319074239,True,7133,46065,True,False
4869,4870,hyundai i20,2010,petrol,53953,290499,hyderabad,8411,hatchback,manual,sportz 1.2 o,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i20,in_stock,2,288488,great,20210208063924,True,6748,43575,True,False
4870,4871,renault kwid,2016,petrol,25414,309599,hyderabad,2468,hatchback,manual,rxt,True,hyderabad,telangana,True,ts07,inperson_sale,renault,kwid,in_stock,1,269714,great,20210423120403,True,7191,46440,True,False
4871,4872,hyundai i10,2011,petrol,33505,290599,hyderabad,4791,hatchback,manual,magna 1.2 kappa2,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,i10,in_stock,1,281965,great,20210225085527,True,6750,43590,True,False
4872,4873,hyundai eon,2014,petrol,28205,278199,hyderabad,1164,hatchback,manual,d lite plus,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,eon,in_stock,2,253289,great,20210412100851,True,6462,41730,True,False
4873,4874,maruti celerio,2016,petrol,26982,373799,hyderabad,4491,hatchback,manual,vxi (o),True,hyderabad,telangana,True,ts15,inperson_sale,maruti,celerio,in_stock,1,363760,great,20210413095443,True,8682,56070,True,False
4874,4875,hyundai grand i10,2019,petrol,3976,577099,hyderabad,2510,hatchback,manual,sportz 1.2 kappa vtvt,True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,grand i10,in_stock,1,586796,great,20210309071256,True,13405,86565,True,False
4875,4876,maruti ritz,2013,petrol,45317,330899,hyderabad,2350,hatchback,manual,vxi bs iv,False,hyderabad,telangana,True,ap28,inperson_sale,maruti,ritz,in_stock,1,305000,great,20201207063128,True,7686,49635,True,False
4876,4877,maruti wagon r 1.0,2015,petrol,53312,342699,hyderabad,2031,hatchback,manual,vxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,wagon r 1.0,in_stock,1,347078,great,20201029120449,True,7960,51405,True,False
4877,4878,tata nano,2016,petrol,15354,202699,hyderabad,2368,hatchback,automatic,twist xta,True,hyderabad,telangana,True,ts07,inperson_sale,tata,nano,in_stock,1,188076,great,20210304095956,True,4708,30405,True,False
4878,4879,maruti alto 800,2016,petrol,47318,295399,hyderabad,1202,hatchback,manual,lxi,True,#NAME?,andhra pradesh,True,ap16,inperson_sale,maruti,alto 800,in_stock,1,273574,great,20210316114848,True,6861,44310,True,False
4879,4880,maruti swift,2018,petrol,4451,613699,hyderabad,1824,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,inperson_sale,maruti,swift,in_transit,1,627144,great,20210318125242,True,14255,92055,True,False
4880,4881,hyundai eon,2013,petrol & lpg,32842,258099,hyderabad,3302,hatchback,manual,magna plus blue drive,True,kakinada,andhra pradesh,True,ap05,inperson_sale,hyundai,eon,in_stock,2,230142,good,20210329093034,True,5995,38715,True,False
4881,4882,hyundai grand i10,2017,petrol,25826,500799,hyderabad,1062,hatchback,manual,sports 1.2 vtvt,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,grand i10,in_transit,2,498953,great,20210318112256,True,11632,75120,True,False
4882,4883,maruti omni e,2017,petrol,5041,279199,hyderabad,1548,hatchback,manual,std,True,hyderabad,telangana,True,ts08,inperson_sale,maruti,omni e,in_stock,1,273501,great,20210317075809,True,6485,41880,True,False
4883,4884,maruti wagon r 1.0,2012,petrol,14631,348699,hyderabad,691,hatchback,manual,vxi,True,hyderabad,telangana,True,ap10,inperson_sale,maruti,wagon r 1.0,in_stock,1,332900,good,20210302140123,True,8099,52305,True,False
4884,4885,hyundai elite i20,2016,petrol,24885,624599,hyderabad,2211,hatchback,manual,asta 1.2 (o),True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,elite i20,in_stock,1,631629,great,20210224092631,True,14508,93690,True,False
4885,4886,maruti alto k10,2012,petrol,48979,253999,hyderabad,533,hatchback,manual,vxi,True,hyderabad,telangana,True,ap11,inperson_sale,maruti,alto k10,in_stock,1,238612,great,20210410122036,True,5900,38100,True,False
4886,4887,maruti wagon r stingray,2014,petrol,49437,340399,hyderabad,811,hatchback,manual,vxi,True,hyderabad,telangana,True,ts09,inperson_sale,maruti,wagon r stingray,in_stock,2,331825,great,20210223131413,True,7907,51060,True,False
4887,4888,skoda rapid,2015,petrol,49095,488999,hyderabad,3995,sedan,manual,ambition 1.6 mpfi mt,True,hyderabad,telangana,True,ts07,inperson_sale,skoda,rapid,in_stock,2,484142,great,20210402101638,True,11358,73350,True,False
4888,4889,maruti ritz,2010,petrol,10441,297699,hyderabad,2454,hatchback,manual,vxi bs iv,True,hyderabad,telangana,True,ap10,inperson_sale,maruti,ritz,in_stock,1,267611,good,20210404085536,True,6915,44655,True,False
4889,4890,maruti alto k10,2010,petrol,10910,199999,hyderabad,2409,hatchback,manual,lxi,True,hyderabad,telangana,True,ap11,inperson_sale,maruti,alto k10,in_stock,1,185626,great,20210315075855,True,4645,30000,True,False
4890,4891,maruti omni e,2018,petrol,25568,314599,hyderabad,766,hatchback,manual,8 str,True,hyderabad,telangana,True,ts15,inperson_sale,maruti,omni e,in_stock,1,285000,great,20210406075354,True,7307,47190,True,False
4891,4892,honda amaze,2017,petrol,17922,516399,hyderabad,1725,sedan,manual,1.2 vxmt i vtec,True,hyderabad,telangana,True,ts08,inperson_sale,honda,amaze,in_stock,2,492000,great,20210212044639,True,11995,77460,True,False
4892,4893,maruti swift,2019,petrol,14428,615499,hyderabad,1847,hatchback,automatic,vxi amt,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,swift,in_stock,2,633876,great,20210317123312,True,14297,92325,True,False
4893,4894,honda city,2015,petrol,39983,546599,hyderabad,3952,sedan,manual,s mt petrol,True,hyderabad,telangana,True,ts09,inperson_sale,honda,city,in_stock,1,552000,great,20210307092517,True,12696,81990,True,False
4894,4895,hyundai i10,2011,petrol,70484,342399,hyderabad,778,hatchback,automatic,sportz 1.2 at kappa2,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i10,in_stock,2,336880,great,20210316084456,True,7953,51360,True,False
4895,4896,honda city,2010,petrol,51549,396099,hyderabad,3698,sedan,manual,v mt petrol,True,hyderabad,telangana,True,ap28,inperson_sale,honda,city,in_transit,1,383666,great,20210302074228,True,9200,59415,True,False
4896,4897,renault kwid,2016,petrol,13440,357599,hyderabad,1275,hatchback,manual,1.0 rxt,True,hyderabad,telangana,True,ts09,inperson_sale,renault,kwid,in_stock,1,291965,good,20210403095639,True,8306,53640,True,False
4897,4898,maruti swift,2018,petrol,25290,576399,hyderabad,515,hatchback,manual,vxi,True,hyderabad,telangana,True,ts13,inperson_sale,maruti,swift,in_stock,1,582725,great,20210324121608,True,13388,86460,True,False
4898,4899,tata tiago,2017,petrol,32875,473799,hyderabad,2716,hatchback,manual,xza 1.2 revotron,True,hyderabad,telangana,True,ts08,inperson_sale,tata,tiago,in_stock,1,458929,great,20210318132322,True,11005,71070,True,False
4899,4900,hyundai i10,2010,petrol,66672,310399,hyderabad,997,hatchback,automatic,sportz 1.2 at kappa2,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i10,in_stock,1,301816,great,20210413060730,True,7210,46560,True,False
4900,4901,hyundai grand i10,2015,petrol,50992,446999,hyderabad,708,hatchback,manual,asta 1.2 vtvt,True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,grand i10,in_stock,2,434009,great,20210302085110,True,10383,67050,True,False
4901,4902,maruti swift,2014,petrol,55071,446299,hyderabad,1266,hatchback,manual,vxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,swift,in_transit,1,435097,great,20210316122020,True,10366,66945,True,False
4902,4903,hyundai i20 active,2018,diesel,32556,771499,hyderabad,1914,hatchback,manual,1.4 sx,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,i20 active,in_stock,1,784900,great,20210415123615,True,17920,115725,True,False
4903,4904,skoda rapid,2018,petrol,33782,771699,hyderabad,5556,sedan,manual,style 1.6 mpi mt,True,hyderabad,telangana,True,ts10,inperson_sale,skoda,rapid,in_stock,1,765000,great,20210303123346,True,17925,115755,True,False
4904,4905,hyundai grand i10,2015,petrol,81287,442299,hyderabad,516,hatchback,manual,asta 1.2 kappa vtvt,True,hyderabad,telangana,True,ts09,inperson_sale,hyundai,grand i10,in_stock,1,439975,great,20210407093533,True,10273,66345,True,False
4905,4906,maruti swift,2018,diesel,46992,622599,hyderabad,2340,hatchback,manual,vdi,True,hyderabad,telangana,True,ts09,inperson_sale,maruti,swift,in_stock,1,644958,great,20210405081528,True,14461,93390,True,False
4906,4907,hyundai i10,2014,petrol,58303,352799,hyderabad,1884,hatchback,manual,sportz 1.1 irde2,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i10,in_stock,1,344516,great,20210219105706,True,8195,52920,True,False
4907,4908,skoda fabia,2011,petrol,58228,253799,hyderabad,3625,hatchback,manual,elegance 1.2 mpi,True,hyderabad,telangana,True,ap09,inperson_sale,skoda,fabia,in_stock,2,228289,good,20210322102250,True,5895,38070,True,False
4908,4909,honda br-v,2016,petrol,31996,706999,hyderabad,3446,suv,automatic,1.5 i-vtec v cvt,True,tadepalligudem,andhra pradesh,True,ap37,inperson_sale,honda,br-v,in_stock,1,701377,great,20210404123832,True,16422,106050,True,False
4909,4910,tata tiago,2019,petrol,22069,539899,hyderabad,4667,hatchback,manual,xz+ 1.2 revotron,True,hyderabad,telangana,True,ts09,inperson_sale,tata,tiago,in_stock,1,527458,great,20210408064153,True,12541,80985,True,False
4910,4911,maruti vitara brezza,2016,diesel,37380,783099,hyderabad,2046,suv,manual,zdi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,vitara brezza,in_stock,1,796218,great,20210322102609,True,18189,117465,True,False
4911,4912,hyundai grand i10,2014,petrol,62099,399999,hyderabad,1513,hatchback,manual,asta 1.2 kappa vtvt,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,grand i10,in_stock,1,379693,great,20210409103853,True,9291,60000,True,False
4912,4913,hyundai i20,2009,petrol,64790,296699,hyderabad,1413,hatchback,manual,magna 1.2 vtvt,True,hyderabad,telangana,True,ap13,inperson_sale,hyundai,i20,in_stock,1,269332,great,20210321055629,True,6892,44505,True,False
4913,4914,volkswagen polo,2011,petrol,81993,310199,hyderabad,2719,hatchback,manual,highline1.2l petrol,True,hyderabad,telangana,True,ap09,inperson_sale,volkswagen,polo,in_stock,2,275231,great,20210225072702,True,7205,46530,True,False
4914,4915,maruti baleno,2016,petrol,54916,514199,hyderabad,1999,hatchback,manual,delta 1.2 k12,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,baleno,in_stock,1,521027,great,20210327115018,True,11944,77130,True,False
4915,4916,maruti alto 800,2019,petrol,34886,306899,hyderabad,1033,hatchback,manual,lxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,alto 800,in_stock,1,308310,great,20210209120915,True,7128,46035,True,False
4916,4917,maruti s cross,2017,diesel,52235,817099,hyderabad,1355,suv,manual,zeta 1.3,True,hyderabad,telangana,True,ts11,inperson_sale,maruti,s cross,in_stock,1,854853,great,20210413061019,True,18979,122565,True,False
4917,4918,hyundai verna,2010,petrol,81081,291199,hyderabad,2188,sedan,manual,transform 1.6 vtvt,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,verna,in_stock,2,264782,good,20210322115422,True,6764,43680,True,False
4918,4919,maruti vitara brezza,2018,diesel,24976,917599,hyderabad,1632,suv,automatic,zdi amt,True,hyderabad,telangana,True,ts09,inperson_sale,maruti,vitara brezza,in_stock,1,958409,great,20210408113542,True,21314,137640,True,False
4919,4920,hyundai i10,2011,petrol,76345,304899,hyderabad,1110,hatchback,automatic,sportz 1.2 at kappa2,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i10,in_stock,2,308800,good,20210314112437,True,7082,45735,True,False
4920,4921,maruti alto 800,2017,petrol,52641,284299,hyderabad,1404,hatchback,manual,lxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,alto 800,in_stock,1,271370,great,20210320124307,True,6604,42645,True,False
4921,4922,maruti wagon r 1.0,2015,petrol,70993,301299,hyderabad,1942,hatchback,manual,vxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,wagon r 1.0,in_stock,1,304000,great,20210201125842,True,6998,45195,True,False
4922,4923,hyundai elite i20,2016,petrol,88256,572899,hyderabad,986,hatchback,manual,asta 1.2,True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,elite i20,in_stock,1,589071,great,20210227123812,True,13307,85935,True,False
4923,4924,maruti ertiga,2018,diesel,21021,971299,hyderabad,3121,suv,manual,zdi plus shvs,True,hyderabad,telangana,True,ts12,inperson_sale,maruti,ertiga,in_stock,1,1001692,great,20210408055708,True,22561,145695,True,False
4924,4925,hyundai i10,2008,petrol,85549,229399,hyderabad,747,hatchback,manual,magna 1.1 irde2,True,hyderabad,telangana,True,ap13,inperson_sale,hyundai,i10,in_stock,2,207285,great,20210304114742,True,5328,34410,True,False
4925,4926,maruti swift,2009,diesel,129266,269699,hyderabad,2444,hatchback,manual,vdi,True,hyderabad,telangana,True,ap23,inperson_sale,maruti,swift,in_transit,2,252063,great,20210318101745,True,6264,40455,True,False
4926,4927,hyundai elite i20,2015,petrol,82168,560299,hyderabad,1175,hatchback,manual,asta 1.2 (o),True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,elite i20,in_stock,1,567599,great,20210324121124,True,13014,84045,True,False
4927,4928,tata tiago,2016,petrol,89440,363099,hyderabad,3974,hatchback,manual,xt 1.2 revotron,True,hyderabad,telangana,True,ts08,inperson_sale,tata,tiago,in_stock,2,336200,great,20210226080427,True,8434,54465,True,False
4928,4929,volkswagen polo,2018,petrol,60529,572499,hyderabad,2552,hatchback,manual,highline 1.0 petrol,True,hyderabad,telangana,True,ts08,inperson_sale,volkswagen,polo,in_stock,1,592314,great,20210207061204,True,13298,85875,True,False
4929,4930,honda crv,2007,petrol,101947,285299,hyderabad,5288,luxury suv,manual,2.4 mt,True,hyderabad,telangana,True,ap10,inperson_sale,honda,crv,in_stock,2,277700,fair,20210315055508,True,6627,42795,True,False
4930,4931,ford new figo,2016,diesel,83357,449999,hyderabad,964,hatchback,manual,1.5 titanium,True,hyderabad,telangana,True,ts10,inperson_sale,ford,new figo,in_stock,1,422329,great,20210411104220,True,10452,67500,True,False
4931,4932,maruti vitara brezza,2019,diesel,38781,828699,hyderabad,1566,suv,manual,vdi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,vitara brezza,in_stock,1,870997,great,20210309104230,True,19249,124305,True,False
4932,4933,maruti sx4,2008,petrol,107327,231499,hyderabad,2416,sedan,manual,zxi,True,hyderabad,telangana,True,ap29,inperson_sale,maruti,sx4,in_stock,1,178000,great,20210214110730,True,5377,34725,True,False
4933,4934,hyundai i10,2011,petrol,110349,231699,hyderabad,1215,hatchback,manual,sportz 1.2 kappa2,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,i10,in_transit,1,240000,great,20210226080425,True,5382,34755,True,False
4934,4935,maruti vitara brezza,2019,diesel,36005,942299,hyderabad,2365,suv,automatic,zdi amt,True,vijayawada,andhra pradesh,True,ap39,inperson_sale,maruti,vitara brezza,in_stock,1,984781,great,20210401085937,True,21887,141345,True,False
4935,4936,maruti alto k10,2012,petrol,89034,240599,hyderabad,416,hatchback,manual,vxi,True,hyderabad,telangana,True,ap09,inperson_sale,maruti,alto k10,in_stock,2,225681,great,20210308080852,True,5589,36090,True,False
4936,4937,honda city,2010,petrol,167063,441599,hyderabad,500,sedan,automatic,v at,True,hyderabad,telangana,True,ap28,inperson_sale,honda,city,in_stock,1,387676,great,20210406125522,True,10257,66240,True,False
4937,4938,toyota fortuner,2017,diesel,188558,2269771,hyderabad,3586,luxury suv,manual,2.8 4x2 mt,True,hyderabad,telangana,True,ts08,inperson_sale,toyota,fortuner,in_stock,1,2378752,great,20210317075005,True,52721,340466,True,False
4938,4939,toyota fortuner,2011,diesel,160953,999199,hyderabad,2550,luxury suv,manual,3.0 mt 4x4,True,hyderabad,telangana,True,ap28,inperson_sale,toyota,fortuner,in_stock,2,1003322,great,20210407112003,True,23209,149880,True,False
4939,4940,toyota innova,2012,diesel,150911,922199,hyderabad,2327,suv,manual,2.5 vx 8 str bs iv,True,hyderabad,telangana,True,ap09,inperson_sale,toyota,innova,in_stock,1,932777,great,20210328103515,True,21420,138330,True,False
4940,4941,toyota innova,2015,diesel,143896,1121699,hyderabad,1577,suv,manual,2.5 vx 8 str bs iv,True,hyderabad,telangana,True,ts08,inperson_sale,toyota,innova,in_stock,2,1139970,great,20210318101007,True,26054,168255,True,False
4941,4942,hyundai elite i20,2016,diesel,147359,527999,hyderabad,1687,hatchback,manual,1.4 crdi asta (o),True,hyderabad,telangana,True,ts15,inperson_sale,hyundai,elite i20,in_stock,1,535429,great,20210322120324,True,12264,79200,True,False
4942,4943,honda city,2016,petrol,137243,529499,hyderabad,2378,sedan,automatic,vx cvt petrol,True,hyderabad,telangana,True,ts07,inperson_sale,honda,city,in_stock,1,525000,great,20210204063040,True,12299,79425,True,False
4943,4944,hyundai santro xing,2008,petrol,78841,143000,hyderabad,223,hatchback,manual,gls,False,vijayawada,andhra pradesh,False,ap16,online,hyundai,santro xing,in_stock,2,88000,good,20201129220010,False,3322,21450,False,False
4944,4945,maruti wagon r,2008,petrol,66355,150000,hyderabad,256,hatchback,manual,lxi,True,hyderabad,telangana,False,ap28,online,maruti,wagon r,in_stock,2,144000,great,20201206104202,True,3484,22500,False,False
4945,4946,hyundai verna,2007,diesel,142726,150000,hyderabad,325,sedan,manual,vgt crdi,False,hyderabad,telangana,False,ap36,inperson_sale,hyundai,verna,in_stock,2,97000,great,20190403152623,True,3484,22500,False,False
4946,4947,maruti swift,2016,petrol,3587,551399,hyderabad,8129,hatchback,manual,zxi,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,swift,in_stock,1,611013,great,20201009085551,True,12808,82710,True,True
4947,4948,maruti swift dzire,2016,diesel,3343,624799,hyderabad,2828,sedan,manual,vdi bs iv,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,swift dzire,in_stock,1,628441,great,20210226080130,True,14513,93720,True,False
4948,4949,hyundai i20,2012,petrol,10027,368599,hyderabad,7827,hatchback,manual,magna 1.2 vtvt,True,hyderabad,telangana,True,ap09,inperson_sale,hyundai,i20,in_stock,1,363988,great,20210226065834,True,8562,55290,True,False
4949,4950,tata safari,2012,diesel,147857,210000,hyderabad,522,suv,manual,4x2 ex dicor bs iv,True,dantewada,chhattisgarh,False,cg18,online,tata,safari,in_stock,1,0,fair,20201121071425,False,4878,31500,False,False
4950,4951,hyundai i10,2014,petrol,28446,376099,hyderabad,4761,hatchback,manual,sportz 1.1 irde2,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,i10,in_stock,1,360514,great,20210227124451,True,8736,56415,True,False
4951,4952,renault kwid,2017,petrol,9415,337299,hyderabad,3468,hatchback,manual,rxt,True,hyderabad,telangana,True,ts09,inperson_sale,renault,kwid,in_stock,1,293403,great,20210423121230,True,7835,50595,True,False
4952,4953,hyundai i20,2012,petrol,32353,413699,hyderabad,6873,hatchback,manual,asta 1.2,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,i20,in_stock,1,404600,great,20210222055835,True,9609,62055,True,False
4953,4954,maruti dzire,2020,petrol,15784,661399,hyderabad,454,sedan,manual,vxi,True,hyderabad,telangana,True,ts10,inperson_sale,maruti,dzire,in_stock,1,664515,great,20210505131627,True,15363,99210,True,False
4954,4955,maruti swift,2015,diesel,36668,517699,hyderabad,4434,hatchback,manual,vdi abs,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,swift,in_stock,2,518995,great,20210305121832,True,12025,77655,True,False
4955,4956,hyundai grand i10,2014,petrol,45993,372999,hyderabad,1929,hatchback,manual,magna 1.2 kappa vtvt,True,hyderabad,telangana,True,ap28,inperson_sale,hyundai,grand i10,in_stock,2,360025,great,20210401085138,True,8664,55950,True,False
4956,4957,hyundai grand i10,2017,petrol,27251,512499,hyderabad,1162,hatchback,manual,asta 1.2 kappa vtvt,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,grand i10,in_stock,1,515146,great,20210416083349,True,11904,76875,True,False
4957,4958,hyundai grand i10,2016,petrol,31361,391699,hyderabad,1096,hatchback,manual,magna 1.2 vtvt,True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,grand i10,in_stock,1,384800,great,20210407132410,True,9098,58755,True,False
4958,4959,hyundai grand i10,2019,petrol,3884,540099,hyderabad,2523,hatchback,manual,magna 1.2 vtvt,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,grand i10,in_stock,1,537000,great,20210314065120,True,12545,81015,True,False
4959,4960,maruti swift,2020,petrol,10923,629999,hyderabad,1626,hatchback,automatic,vxi amt,True,hyderabad,telangana,True,ts10,inperson_sale,maruti,swift,in_stock,1,620500,great,20210504093039,True,14633,94500,True,False
4960,4961,renault kwid,2016,petrol,30909,373799,hyderabad,1233,hatchback,automatic,rxt 1.0 easy-r at option,True,vijayawada,andhra pradesh,True,ap16,inperson_sale,renault,kwid,in_stock,1,326756,great,20210429083624,True,8682,56070,True,False
4961,4962,hyundai grand i10,2017,petrol,3915,542999,hyderabad,1115,hatchback,manual,sportz o 1.2,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,grand i10,in_stock,1,513673,great,20210430091316,True,12613,81450,True,False
4962,4963,maruti alto k10,2019,petrol,14764,387999,hyderabad,886,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,inperson_sale,maruti,alto k10,in_stock,1,378905,great,20210315092617,True,9012,58200,True,False
4963,4964,chevrolet cruze,2010,diesel,47145,414899,hyderabad,3057,luxury sedan,automatic,ltz at,True,hyderabad,telangana,True,ap09,inperson_sale,chevrolet,cruze,in_stock,3,362215,great,20210414133556,True,9637,62235,True,False
4964,4965,hyundai i10,2008,petrol,45640,250499,hyderabad,1060,hatchback,manual,magna,True,hyderabad,telangana,True,ap11,inperson_sale,hyundai,i10,in_stock,1,232066,great,20210330073227,True,5818,37575,True,False
4965,4966,honda city,2011,petrol,59781,398699,hyderabad,893,sedan,manual,s mt petrol,True,hyderabad,telangana,True,ap09,inperson_sale,honda,city,in_stock,1,336165,great,20210424105752,True,9261,59805,True,False
4966,4967,maruti ertiga,2015,petrol,36040,557799,hyderabad,2531,suv,manual,vxi,True,hyderabad,telangana,True,ts10,inperson_sale,maruti,ertiga,in_stock,2,521532,great,20210409104335,True,12956,83670,True,False
4967,4968,hyundai eon,2012,petrol,29691,237999,hyderabad,1503,hatchback,manual,era plus,True,hyderabad,telangana,True,ap28,inperson_sale,hyundai,eon,in_stock,1,200800,good,20210405081101,True,5528,35700,True,False
4968,4969,maruti swift,2015,petrol,49078,466899,hyderabad,1620,hatchback,manual,vxi,True,rajahmundry,andhra pradesh,True,ap05,inperson_sale,maruti,swift,in_stock,1,425000,great,20210309062942,True,10845,70035,True,False
4969,4970,volkswagen vento,2013,diesel,49081,504699,hyderabad,2440,sedan,manual,highline diesel,True,hyderabad,telangana,True,ap28,inperson_sale,volkswagen,vento,in_stock,1,480196,great,20210411064759,True,11723,75705,True,False
4970,4971,ford figo,2011,petrol,40590,243599,hyderabad,1824,hatchback,manual,1.2 zxi duratec,True,hyderabad,telangana,True,ap09,inperson_sale,ford,figo,out_of_stock,1,230000,good,20210316092912,True,5658,36540,True,False
4971,4972,hyundai santro xing,2007,petrol,72039,171399,hyderabad,1492,hatchback,manual,xo erlx euro iii,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,santro xing,in_stock,1,147495,good,20210325092038,True,3981,25710,True,False
4972,4973,hyundai i20,2010,petrol,63693,321999,hyderabad,1056,hatchback,manual,magna 1.2 vtvt,True,hyderabad,telangana,True,ap10,inperson_sale,hyundai,i20,in_stock,1,292059,great,20210324131143,True,7479,48300,True,False
4973,4974,ford ecosport,2014,petrol,57599,556999,hyderabad,3523,suv,automatic,1.5 titanium ti vct at,True,hyderabad,telangana,True,ts09,inperson_sale,ford,ecosport,in_stock,1,538610,great,20210416112436,True,12938,83550,True,False
4974,4975,hyundai elite i20,2019,petrol,17891,779199,hyderabad,1157,hatchback,manual,1.2 sports plus vtvt cvt,True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,elite i20,in_stock,2,767000,great,20210403122800,True,18099,116880,True,False
4975,4976,chevrolet beat,2013,diesel,49994,225399,hyderabad,1548,hatchback,manual,ps diesel,True,vijayawada,andhra pradesh,True,ap16,inperson_sale,chevrolet,beat,in_stock,1,162474,good,20210422114328,True,5235,33810,True,False
4976,4977,mahindra thar,2017,diesel,35098,772199,hyderabad,1578,suv,manual,crde 4x4 bs iv,True,hyderabad,telangana,True,ts09,inperson_sale,mahindra,thar,in_stock,1,773560,great,20210418075201,True,17936,115830,True,False
4977,4978,hyundai elite i20,2017,petrol,54543,603799,hyderabad,974,hatchback,manual,sportz 1.2,True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,elite i20,in_stock,1,622022,great,20210417074610,True,14025,90570,True,False
4978,4979,hyundai elite i20,2017,petrol,46636,654999,hyderabad,1501,hatchback,manual,asta 1.2 (o),True,hyderabad,telangana,True,ts08,inperson_sale,hyundai,elite i20,in_stock,1,664871,great,20210328124822,True,15214,98250,True,False
4979,4980,hyundai accent,2008,petrol,90511,173399,hyderabad,4503,sedan,manual,gle,True,hyderabad,telangana,True,ap29,inperson_sale,hyundai,accent,in_stock,2,121577,good,20210418064923,True,4028,26010,True,False
4980,4981,maruti ertiga,2019,diesel,9906,1075648,hyderabad,4099,suv,manual,zdi plus 1.5 diesel,True,hyderabad,telangana,True,ts07,inperson_sale,maruti,ertiga,in_stock,2,1123282,great,20210406130338,True,24985,161348,True,False
4981,4982,maruti vitara brezza,2018,diesel,40659,776399,hyderabad,2026,suv,manual,vdi opt,True,hyderabad,telangana,True,ts09,inperson_sale,maruti,vitara brezza,in_stock,1,814752,great,20210329065616,True,18034,116460,True,False
4982,4983,hyundai verna,2013,diesel,69582,555099,hyderabad,902,sedan,manual,fluidic 1.6 sx crdi,True,hyderabad,telangana,True,ap10,inperson_sale,hyundai,verna,in_stock,2,499325,great,20210304112049,True,12894,83265,True,False
4983,4984,volkswagen polo,2016,diesel,61357,502099,hyderabad,2483,hatchback,manual,comfortline 1.5l diesel,True,hyderabad,telangana,True,ts09,inperson_sale,volkswagen,polo,in_stock,2,482307,great,20210323131606,True,11663,75315,True,False
4984,4985,honda civic,2007,petrol,102600,127599,hyderabad,30272,sedan,automatic,1.8v at,True,gurgaon,haryana,True,hr26,inperson_sale,honda,civic,in_stock,2,138044,great,20200818130041,True,2964,19140,True,False
4985,4986,hyundai creta,2018,petrol,29129,844899,hyderabad,2597,suv,manual,1.6 e + vtvt,True,hyderabad,telangana,True,ts07,inperson_sale,hyundai,creta,in_stock,1,860781,great,20210418074511,True,19625,126735,True,False
4986,4987,hyundai verna,2011,petrol,87022,448699,hyderabad,797,sedan,manual,fluidic 1.6 sx vtvt,True,hyderabad,telangana,True,ap10,inperson_sale,hyundai,verna,in_stock,1,392752,good,20210411065345,True,10422,67305,True,False
